,Temp,TGA,DrTGA,vel_cal
12720,898.472412,4.243264,-0.000753,5
12721,475.595337,10.773191,-0.001284,10
12722,1035.48053,4.003953,-0.000437,10
12723,1032.9281620000002,4.012672,-0.00054,15
12724,734.201233,5.341494,-0.001778,10
12725,936.114014,4.291509,-0.001291,15
12726,401.42747499999996,10.762478,-0.00078,5
12727,727.593079,5.407571,-0.001919,10
12728,1029.233032,4.019152,-0.000557,10
12729,390.674194,10.808327,-0.000491,5
12730,685.260162,5.543413,-0.00072,5
12731,763.703766,4.806407,-0.000141,5
12732,565.4769289999999,7.890624,-0.003813,5
12733,1096.3432010000001,3.385457,-0.000134,5
12734,344.884598,11.084149,-0.001163,5
12735,1064.442444,3.559045,-0.00056,5
12736,343.994919,11.095165,-0.001051,5
12737,638.186829,6.460842,-0.002377,10
12738,927.86145,4.336523,-0.000852,15
12739,446.571213,10.612651,-0.000891,5
12740,1042.565674,3.980216,-6.7e-05,10
12741,660.173065,5.824886,-0.000842,5
12742,930.87207,4.040867,-0.000391,5
12743,1154.5760500000001,3.554425,-0.000687,10
12744,963.620728,3.945597,-0.0002,5
12745,348.79684399999996,11.050484,-0.001142,5
12746,948.422485,3.992229,-0.000879,5
12747,1117.73938,3.263544,-0.00052,5
12748,528.228561,9.838413,-0.0047,10
12749,531.806458,9.122959,-0.003302,5
12750,349.521751,11.041086,-0.00097,5
12751,843.88501,4.613857,-0.000811,15
12752,475.072342,10.776884,-0.001155,10
12753,363.825378,11.320755,-0.001666,10
12754,748.292603,5.147507,-0.002381,15
12755,862.28479,4.620781,-0.000869,10
12756,778.851685,4.964697,-0.000516,10
12757,593.659363,6.846228,-0.001251,5
12758,937.288391,4.021046,-0.00059,5
12759,338.39859,11.137327,-0.001922,5
12760,610.27179,6.933548,-0.003519,10
12761,904.802307,4.438478,-0.001062,15
12762,770.72879,4.940414,-0.002061,15
12763,433.107193,11.010502,-0.000545,10
12764,923.190308,4.07599,-0.000209,5
12765,1122.302612,3.781518,-0.00071,15
12766,1083.622803,3.459733,-0.00086,5
12767,832.745605,4.496668,-0.000209,5
12768,980.303589,4.121625,-0.000171,15
12769,979.376892,3.894449,-0.000709,5
12770,334.52716399999997,11.517698,-0.000754,10
12771,366.694328,10.910499,-0.001282,5
12772,1020.178162,4.043878,-0.000667,10
12773,925.968445,4.062185,-0.000482,5
12774,883.475037,4.319419,-6e-05,5
12775,673.416382,5.673148,-0.00082,5
12776,584.9209900000001,7.09297,-0.002561,5
12777,963.921997,3.945398,1.9e-05,5
12778,799.710693,4.616263,-6.7e-05,5
12779,990.542908,3.859018,4.9e-05,5
12780,624.101532,6.287005,-0.00043,5
12781,672.9194640000001,5.67865,-0.001141,5
12782,466.846207,10.847627,-0.001225,10
12783,472.25546299999996,10.80442,-0.001467,10
12784,882.517273,4.320821,-0.000391,5
12785,1047.174622,3.642397,-1.7e-05,5
12786,1005.003296,3.817583,-0.000309,5
12787,335.38737100000003,11.155153,-0.001322,5
12788,1015.938171,3.774546,-0.000211,5
12789,458.90036,10.897907,-0.001405,10
12790,464.340958,10.489048,-0.000491,5
12791,863.657837,4.386577,6e-05,5
12792,733.713501,5.29179,-0.002481,15
12793,1120.8651730000001,3.241921,-0.000321,5
12794,584.457123,7.965604,-0.011047,15
12795,615.915833,6.819821,-0.003348,10
12796,975.345154,4.134297,-0.000501,15
12797,1028.41925,4.022388,-0.000807,10
12798,439.972107,10.643778,-0.00056,5
12799,1071.058533,3.883107,-0.000848,10
12800,447.07280000000003,10.608953,-0.000512,5
